,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1280.jpg,The Athanaeum,"Manetti, Rutilio di Lorenzo",artist,,,Italian,,,,1630,1630,17th century,,,Los Angeles County Museum of Art,United States,oil on canvas,Public Domain,Reid,,"Aeneas, Dido","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B331 Aeneas has his fleet put into readiness; complaints of Dido,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Dido and Aeneas,,,,http://www.the-athenaeum.org/art/detail.php?ID=212484
i_1281.jpg,Wikimedia,"Batoni, Pompeo",artist,,,Italian,,,,1748,1748,18th century,,,Sabauda Gallery,Italy,,Courtesy of Wikimedia Commons,Reid,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas Fleeng from Troy,,,,https://useum.org/artwork/Aeneas-fleeing-from-Troy-Pompeo-Batoni
i_1282.jpg,The Athanaeum,"Batoni, Pompeo",artist,,,Italian,,,,1747,1747,18th century,,,,,oil on canvas,Public Domain,Reid,,"Aeneas, Dido","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B331 Aeneas has his fleet put into readiness; complaints of Dido,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas Abandoning Dido,,,,http://www.the-athenaeum.org/art/detail.php?ID=172239
i_1283.jpg,The Athanaeum,"Le Brun, Charles",artist,,,French,,1640,1645,1643,1640-1645,17th century,,,Musée des Beaux-Arts de Montréal,Canada,oil on canvas,Public Domain,Reid,,"Aeneas, Venus","96C(AENEAS)69 apotheosis, deification of Aeneas",96C(AENEAS)692 Venus sprinkles and anoints Aeneas' body with perfume and ambrosia,,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Deification of Aeneas,,,,http://www.the-athenaeum.org/art/detail.php?ID=144935
i_1284.jpg,Wikimedia,"Preti, Mattia",artist,,,Italian,,,,1675,1675,17th century,,,"Musee des Beaux-Arts, Chambery",France,oil on canvas,Public Domain,Reid,,"Dido, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Death of Dido,,,,https://commons.wikimedia.org/wiki/File:Morte_di_Didone_-_M._Preti.jpg
i_1285.jpg,Mattia Preti,"Preti, Mattia",artist,,,Italian,,1665,1670,1668,1665-1670,17th century,"After the abandonment by Aeneas, forced to leave by the gods, Dido, queen of Carthage, ordered his servants that every memory of the lover be burned. The beautiful Carthaginian, vehement and desperate, suddenly seized with fury, seized the sword of Aeneas by inflicting her breast and throwing herself on the burning pyre thus giving herself death ( Eneide , I, 630, IV, 412). 
In the version of the same subject of little precedent and kept in Chambéry (see Spike 1999, n.19) Mattia Preti highlighted the disgrace of the pagan heroine: Dido is in fact portrayed with an expression of tragic acceptance of destiny.
In the Braunschweig variant, the heroic Carthaginian queen is portrayed with full mastery of her actions, and imperturbable in giving herself torture, a stoic interpreter of her own misfortune; the woman is rendered with a determined and sure look, recalling in her attitude the Christian saints, and in particular Saint Catherine of Alexandria, often the interpreter of the highest Pretean compositions (Spike 1999). 
The composition is set in a rather traditional way: Dido, in the foreground, in a slightly raised position on the pyre; around the servants is the crown in a series of scenic plans. The re-enactments of Veronese's painting are evident, even in the monumental columns, which act as a scenic backdrop to the representation, wrapped in wide draperies.
The history of the painting is recent, linked to private collections and auction houses, and no literary or archival source can indicate the original location. The dating is between 1665 and 1670 (Spike 1999), when, compatibly with the numerous public commitments in Malta, Mattia Preti continued to paint compositions of historical theme also and above all for non-island commissions.
 
AS
Vittorio Sgarbi - Mattia Preti - Rubbettino, Soveria Mannelli (CS), 2013",Mattia Preti,Herzog Anton Ulrich Museum,Germany,oil on canvas,Fair Use,Reid,,"Dido, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Dido on the Pyre,en,Didone sul rogo,it,http://mattia-preti.it/137-didone-sul-rogo/
i_1286.jpg,Web Gallery of Art,"Natoire, Charles-Joseph",artist,,,French,,1750,1759,1755,1750-1759,18th century,,,Musée Fabre,France,oil on canvas,"© Web Gallery of Art, created by Emil Krén and Daniel Marx",Reid,,"Vulcan, Venus, armor, tapestry",96B66 Venus asks Vulcan to forge Aeneas' armour; Vulcan hands over the armour to Venus,,Book VIII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Venus Demanding Arms from Vulcan for Aeneas,,,,https://www.wga.hu/frames-e.html?/html/n/natoire/venusarm.html
i_1287.jpg,Web Gallery of Art,"Boucher, François",artist,,,French,,,,1732,1732,18th century,"In the Aeneid (8:370-385) Virgil tells how Venus asked Vulcan to make a set of armour for Aeneas, her son, when he was about to go to war in Latium. The outcome of Aeneas' victory was the founding of a Trojan settlement on the Tiber from which, according to the legend, the Romans descended.
This is an early version of the subject often treated by Boucher.",Web Gallery of Art,Musée du Louvre,France,oil on canvas,"© Web Gallery of Art, created by Emil Krén and Daniel Marx",Reid,,"Vulcan, Venus, armor",96B66 Venus asks Vulcan to forge Aeneas' armour; Vulcan hands over the armour to Venus,,Book VIII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Venus Demanding Arms from Vulcan for Aeneas,,,,https://www.wga.hu/frames-e.html?/html/b/boucher/1/vulcan1.html
i_1288.jpg,National Gallery of Canada,"Dossi, Dosso",artist,,,Italian,,,,1520,1520,16th century,"In 1514 Alfonso d'Este, Duke of Ferrara, commissioned Dosso Dossi to execute ten paintings for his study in a wing of his castle at Ferrara. These works were to illustrate scenes from the twelve books of Virgil's ""Aeneid"", and would be installed like a frieze, high up on the walls. The picture before us illustrates a passage from the sixth book, where Aeneas, carrying the golden bough, arrives at the Elysian Fields in the Underworld accompanied by the Cumaean sibyl. Distinguished by his plumed helmet and military attire, Aeneas can be seen at the extreme left in the picture.",National Gallery of Canada,National Gallery of Canada,Canada,oil on canvas,Courtesy of National Gallery of Canada,Reid,,"Aeneas,11I2(CUMAEAN) Cumaean sibyl,",96B548 Aeneas in the Elysian Fields,,Book VI,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas at the Entrance to the Elysian Fields,,,,https://www.gallery.ca/collection/artwork/aeneas-at-the-entrance-to-the-elysian-fields
i_1289.jpg,New York Historical Society,"West, Benjamin",artist,,,American (active in UK),,,,1771,1771,18th century,"Drawn from Book II of Virgil's Aeneid, the painting depicts the moment when Aeneas and his family-his elderly father, Anchises, his son, and wife, Creusa-decide to flee Troy after a series of foreboding celestial omens, including lightning and a falling meteor (a popular astronomical subject in artistic and scientific circles during the late eighteenth century). The identity of the scene is confirmed by the presence in the distant sky of the meteor mentioned obliquely by Virgil in his text. Until recently-since at least 1867-the painting was thought to be a depiction of the Trojan hero, Hector, taking his leave of his wife, Andromache, and his father, Priam, and son, Astyanax, as recounted in Book VI of Homer's Iliad. The artist's companion piece to this painting is ""Chryseis Returned to Her Father Chryses,"" also in the Society's collection (accession No. 1865.1). True to the academic standards of his day, West believed that noble historical subjects drawn from classical antiquity exemplified timeless virtues to be admired and emulated. Dubbed the ""American Raphael,"" West settled permanently in England in 1763 intent on succeeding as a grand-manner history painter and his London studio became a Mecca for American artists studying abroad. A founding member of the Royal Academy in 1768, he became president in 1792 and enjoyed royal patronage as History Painter to George III.",New York Historical Society,New York Historical Society,United States,oil on linen,Courtesy of New York Historical Society,Reid,,"Aeneas, Anchises, Ascanius, Creusa","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises; his wife Creusa, who sets out with them, is lost on the way",96B11 Aeneas leaves the country of Troy,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas and Creusa,,,,https://www.nyhistory.org/exhibit/aeneas-and-creusa-0
i_1290.jpg,Detroit Institute of Arts,"Gandolfi, Gaetano",artist,,,Italian,,1770,1775,1773,1770-1775,18th century,,,Detroit Institute of Arts,United States,oil on canvas,Public Domain,Reid,,"Vulcan, Venus, armor",96B66 Venus asks Vulcan to forge Aeneas' armour; Vulcan hands over the armour to Venus,,Book VIII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Venus Receiving the Arms from Vulcan for Aeneas,,,,https://www.dia.org/art/collection/object/venus-receiving-arms-vulcan-aeneas-45618
i_1291.jpg,Pearlman Collection,"Cezanne, Paul",artist,,,French,,,,1875,1875,19th century,"Like the adjoining watercolor, this drawing represents the episode from Book II of Virgil’s Aeneid, in which the Trojan hero Aeneas, shipwrecked off the coast of Carthage, meets its queen, Dido. As Aeneas recounts his misfortunes to Dido, he describes searching for his wife, Creusa, who died in the destruction of Troy, and encountering her ghost. In both works, Cézanne included Creusa as the mysterious shrouded figure standing next to the helmeted Aeneas.",Pearlman Collection,Pearlman Collection,United States,"Watercolor, gouache, and graphite on buff laid paper",Courtesy of Pearlman Collection,Reid,,"Dido, Aeneas, Creusa",96B253 Aeneas tells Dido of his wanderings,,Book II,watercolor,print,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Aeneas Meeting Dido at Carthage,,,,https://www.pearlmancollection.org/artwork/aeneas-meeting-dido-at-carthage/
i_1292.jpg,Museo Nacional del Prado,"Collantes, Francisco",artist,,,Spanish,,1610,1656,1633,1610-1656,17th century,,,Museo Nacional del Prado,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Trojan horse, Troy burning, landscape, Aeneas, Anchises, Ascanius, Creusa","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",The Burning of Troy,,El incendio de Troya,es,https://www.museodelprado.es/coleccion/obra-de-arte/el-incendio-de-troya/5c775c1d-d4f6-4a17-9a0e-3268cb77c711
i_1293.jpg,Museo Nacional del Prado,"Giordano, Luca",artist,,,Italian,,1699,1700,1700,1699-1700,17th century,,,Museo Nacional del Prado,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Trojan horse, Troy burning, landscape, Aeneas, Anchises, Ascanius, Creusa","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.","Aeneas, Fleeing with his Family",,"Eneas, fugitivo con su familia",es,https://www.museodelprado.es/coleccion/obra-de-arte/eneas-fugitivo-con-su-familia/cd5f5e6f-3945-44e2-8177-5395ad2fcf70?searchid=6f90762b-1d6e-377a-2497-89941238dd02
i_1294.jpg,Museo Nacional del Prado,"Giordano, Luca",artist,,,Italian,,,,1688,1688,17th century,"Eneas alcanzó las costas del Lacio procedente de Cartago y disputó a Turno el dominio del reino de los latinos. La victoria de Eneas constituye el primer capítulo de la historia de Roma (Eneida, XII, 914-952). Giordano representa el momento de mayor fuerza dramática, cuando el héroe troyano se dispone a dar muerte a Turno, mientras que en la parte alta, Venus, madre de Eneas, contempla la escena. A la derecha aparece la ninfa Juturna, hermana de Turno, que huye ante el inevitable desenlace. La obra se inspira en la decoración de la galería del Palacio Pamphili en Roma, realizada por Pietro da Cortona.",Museo Nacional del Prado,Museo Nacional del Prado,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Aeneas, Turnus, Venus, Juturna",96B8344 Turnus is killed by Aeneas,,Book XII,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Turnus killed by Aeneas,en,Turno vencido por Eneas,es,https://www.museodelprado.es/coleccion/obra-de-arte/turno-vencido-por-eneas/db5576a1-7ee9-408b-9c44-802b67aa09a5?searchid=c9d25d2d-1b29-50c5-62b6-97b315e30bb5
i_1295.jpg,Museo Nacional del Prado,"Agüero, Benito Manuel de",artist,,,Spanish,,1636,1670,1653,1636-1670,17th century,"Original Spanish: Es un soberbio ejemplo del tipo de paisaje que Agüero y Mazo cultivan al servicio de la Corte, marcados ya por el conocimiento de las obras de Claudio de Lorena y -muy especialmente en este caso- de Salvatore Rosa. El motivo representado, viene directamente de la Eneida, y se refiere al momento en que, durante una cacería, Juno hace que se desate una tormenta y esto obliga a Dido y Eneas a cobijarse en una cueva (IV, versos 160-166).
Agüero se ha servido para la composición, como en el caso del Paisaje con Latona y los campesinos transformados en ranas (P000897), de modelos ajenos. El grupo de la reina descabalgando, con el caballo presentando la poderosa grupa al espectador, viene directamente de una composición de Rubens, hoy perdida, que conocemos por la copia que de ella realizó Mazo (Díaz Padrón, Catálogo, 1975, p. 334). Aunque se ha simplificado considerablemente y han desaparecido los amorcillos que acompañaban la escena, es perfectamente reconocible el modelo, como señaló R. López Torrijos. También el perro es, casi literalmente, el que Velázquez pintó en el retrato del Cardenal-infante Fernando de Austria, cazador (P001186) y en el caballo -aunque con menos fidelidad-, se advierte un eco del de Las lanzas velazqueñas (P001172).
El lienzo es una muestra excelente de la maestría de Agüero, inmerso por entero en la atmósfera de Palacio impregnada de Velázquez, de Venecia y de la lírica rubeniana (Texto extractado de Pérez Sánchez, A. E.: Carreño, Rizi, Herrera y la pintura madrileña de su tiempo. 1650-1700, Ministerio de Cultura, 1986, p. 277).                                                 English Translation: It is a superb example of the type of landscape that Agüero and Mazo cultivate at the service of the Court, already marked by the knowledge of the works of Claudio de Lorena and - especially in this case - of Salvatore Rosa. The reason represented, comes directly from the Aeneid , and refers to the time when, during a hunt, Juno causes a storm to break out and this forces Dido and Aeneas to shelter in a cave (IV, verses 160-166).
Agüero has been used for the composition, as in the case of the Landscape with Latona and the peasants transformed into frogs ( P000897 ), of alien models. The group of the queen dismounting, with the horse presenting the powerful rump to the spectator, comes directly from a composition of Rubens, today lost, that we know from the copy made by Mazo (Díaz Padrón, Catalog , 1975, p.334) . Although it has been considerably simplified and the sweeties that accompanied the scene have disappeared, the model is perfectly recognizable, as R. López Torrijos pointed out. Also the dog is, almost literally, the one that Velázquez painted in the portrait of the Cardinal-infant Fernando de Austria, hunter ( P001186) and on the horse -although with less fidelity-, an echo of the Las lanzas velazqueñas ( P001172 ) is noticed .
The canvas is an excellent example of Agüero's mastery, immersed entirely in the atmosphere of Palacio impregnated with Velázquez, Venice and the Ruben lyric (Text extracted from Pérez Sánchez, AE: Carreño, Rizi, Herrera and Madrid's painting his time, 1650-1700, Ministry of Culture, 1986, p 277).",Museo Nacional del Prado,Museo Nacional del Prado,Spain,oil on canvas,©Museo Nacional del Prado,Reid,,"Dido, dog, horse, landscape, cave scene",96B322 Dido and Aeneas shelter from the storm in a cave,,Book IV,painting,painting,"Reid, Jane Davidson, and Chris Rohmann. The Oxford Guide to Classical Mythology in the Arts, 1300-1990s. Oxford University Press, 1993.",Landscape with Dido and Aeneas,en,Paisaje con Dido y Eneas,es,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-dido-y-eneas/b323a24a-8845-42eb-a782-4f73f99ddc69
